Date,Open,High,Low,Close,Adj Close,Volume,EMA_5,EMA_10,EMA_20,EMA_50,EMA_100,EMA_200
15-11-2000,0.357701004,0.360491008,0.34375,0.354911,0.301247209,282357600,0.352678597,0.368080398,0.356026748,0.575016746,0.760630563,0.884200603
16-11-2000,0.348214,0.353794992,0.337054014,0.339286,0.287984848,239372000,0.348437595,0.362165198,0.356082548,0.559659605,0.754782352,0.881284868
17-11-2000,0.342633992,0.34375,0.325893015,0.330356985,0.280405849,446180000,0.346428591,0.355468798,0.355189697,0.545239964,0.748364942,0.878115222
20-11-2000,0.332031012,0.348214,0.325893015,0.338169992,0.287037581,408066400,0.344866192,0.351004496,0.353906247,0.531132824,0.742594852,0.874713997
21-11-2000,0.342633992,0.348214,0.334820986,0.335938007,0.285143018,301952000,0.339732397,0.346540296,0.353850447,0.517226584,0.736601552,0.871265337
22-11-2000,0.335938007,0.341518015,0.328125,0.330356985,0.280405849,280532000,0.334821594,0.343750095,0.353850447,0.503119443,0.730385032,0.867889222
24-11-2000,0.336775005,0.348214,0.335938007,0.344866008,0.292721003,160932800,0.335937595,0.342187595,0.354575898,0.489709842,0.724614942,0.864546587
27-11-2000,0.354911,0.356027007,0.330356985,0.333705008,0.28324759,258792800,0.3366072,0.341517895,0.354687499,0.476657382,0.718699762,0.861360202
28-11-2000,0.333705008,0.339286,0.320313007,0.321987003,0.273301393,269124800,0.333370602,0.339118397,0.353543548,0.461434181,0.712198652,0.857799937
29-11-2000,0.323103011,0.327008992,0.308036,0.313616008,0.266196191,492150400,0.328906202,0.334319299,0.351757848,0.446300242,0.705133922,0.854055517
30-11-2000,0.297991008,0.303570986,0.287945986,0.294643015,0.25009197,809597600,0.321763408,0.328292501,0.34818645,0.430390641,0.697912942,0.850433867
01-12-2000,0.303570986,0.3125,0.300222993,0.304688007,0.258618116,385705600,0.313727808,0.324832702,0.34349895,0.416238861,0.690446432,0.846828957
04-12-2000,0.306919992,0.306919992,0.293527007,0.297991008,0.252933651,371520800,0.306585008,0.321596104,0.338532451,0.403560281,0.683337052,0.843352392
05-12-2000,0.302455008,0.311383992,0.292411,0.303570986,0.257669985,613978400,0.302901804,0.318136203,0.33457035,0.390524561,0.676071422,0.839789332
06-12-2000,0.261161,0.267856985,0.25,0.255580008,0.216935351,1374464000,0.291294605,0.310100403,0.32832035,0.377265621,0.668214271,0.835877502
07-12-2000,0.257813007,0.265625,0.25,0.255580008,0.216935351,408917600,0.283482003,0.302622706,0.323186401,0.364899541,0.660546862,0.832012407
08-12-2000,0.264508992,0.273438007,0.257813007,0.268972993,0.228303328,435624000,0.276339,0.295033404,0.3186105,0.35117186,0.653828112,0.828429817
11-12-2000,0.271205008,0.274554014,0.265625,0.271205008,0.230197832,332511200,0.270981801,0.288783404,0.31515065,0.347399541,0.646696412,0.824730037
12-12-2000,0.272320986,0.285714,0.267856985,0.274554014,0.233040482,386260000,0.265178406,0.284040105,0.311579251,0.344229901,0.639877222,0.820985617
13-12-2000,0.277902007,0.277902007,0.265625,0.267856985,0.227356106,344887200,0.267633802,0.279464203,0.306891751,0.34161828,0.633861592,0.816507382
14-12-2000,0.268415004,0.272320986,0.257813007,0.257813007,0.218830794,263317600,0.268080401,0.275781202,0.302036852,0.338337041,0.627499992,0.812350018
15-12-2000,0.260044992,0.262277007,0.25,0.251116008,0.213146433,513945600,0.264509004,0.270424002,0.297628352,0.335479901,0.621071422,0.807891313
18-12-2000,0.260044992,0.261161,0.248884007,0.254464,0.215988144,325808000,0.261160803,0.266071302,0.293833703,0.332645081,0.614330352,0.803552583
19-12-2000,0.256695986,0.272320986,0.25,0.25,0.212199137,374007200,0.25625,0.260714203,0.289425203,0.32987722,0.608203122,0.799317093
20-12-2000,0.246094003,0.261161,0.243303999,0.256695986,0.217882618,565331200,0.2540178,0.260825801,0.285463102,0.32755578,0.601696422,0.795154143
21-12-2000,0.254464,0.267856985,0.247768,0.251116008,0.213146433,366844800,0.2526784,0.260379401,0.281501053,0.32556918,0.595401782,0.790952133
22-12-2000,0.252231985,0.267856985,0.252231985,0.267856985,0.227356106,318052000,0.256026596,0.2602678,0.277650602,0.32378346,0.589642852,0.786677577
26-12-2000,0.265625,0.267856985,0.254464,0.262277007,0.222619802,216815200,0.257589197,0.259375,0.274079202,0.32114954,0.583694192,0.782573227
27-12-2000,0.256137997,0.264508992,0.253347993,0.264508992,0.224514291,325466400,0.260490996,0.258370498,0.271205302,0.31876114,0.577879462,0.778795327
28-12-2000,0.256695986,0.266741008,0.255580008,0.264508992,0.224514291,305177600,0.262053597,0.258035699,0.268749951,0.316863819,0.571964282,0.774928142
29-12-2000,0.262277007,0.267856985,0.258929014,0.265625,0.225461543,630336000,0.264955395,0.258816898,0.26729905,0.314988819,0.566272322,0.770829372
02-01-2001,0.265625,0.272320986,0.260044992,0.265625,0.225461543,452312000,0.264508998,0.260267797,0.2653459,0.31353792,0.560446433,0.766577142
03-01-2001,0.258929014,0.297991008,0.257813007,0.292411,0.248197481,817073600,0.270535797,0.264062497,0.265066899,0.31242186,0.554877242,0.762548127
04-01-2001,0.323940009,0.330356985,0.300222993,0.304688007,0.258618116,739396000,0.2785716,0.269531298,0.26512275,0.31123884,0.549408493,0.758047572
05-01-2001,0.302455008,0.310268015,0.286830008,0.292411,0.248197481,412356000,0.284152001,0.273102799,0.2669643,0.310345979,0.543928583,0.753072687
08-01-2001,0.302455008,0.303292006,0.284597993,0.295758992,0.251039237,373699200,0.2901788,0.277567098,0.268973249,0.309654019,0.538549123,0.748242887
09-01-2001,0.300222993,0.315010995,0.295758992,0.306919992,0.26051259,588929600,0.298437798,0.281473398,0.270870599,0.30918528,0.532957613,0.743586082
10-01-2001,0.297991008,0.303570986,0.286830008,0.295758992,0.251039237,580781600,0.299107397,0.284821597,0.272098298,0.308471,0.526729932,0.738834407
11-01-2001,0.290179014,0.330356985,0.290179014,0.321429014,0.272827804,803734400,0.302455598,0.290513599,0.274442048,0.30800226,0.521015652,0.734230612
12-01-2001,0.319195986,0.321429014,0.304688007,0.306919992,0.26051259,423376800,0.305357397,0.294754699,0.276395199,0.307154059,0.515066992,0.729696572
16-01-2001,0.311383992,0.325893015,0.303570986,0.305804014,0.259565413,306118400,0.307366401,0.2987726,0.278794749,0.30594872,0.508895122,0.725611752
17-01-2001,0.313616008,0.313616008,0.294643015,0.300222993,0.254828155,840873600,0.306027001,0.3022324,0.281250098,0.30398442,0.502198693,0.721049807
18-01-2001,0.318080008,0.334820986,0.314731985,0.333705008,0.28324759,1227010400,0.313616204,0.3063618,0.285212149,0.3027121,0.495516213,0.716766882
19-01-2001,0.347097993,0.349330008,0.333705008,0.348214,0.295562804,776664000,0.318973202,0.3107144,0.290122849,0.30202012,0.488853263,0.712824357
22-01-2001,0.340402007,0.350445986,0.329241008,0.34375,0.291773826,519327200,0.326339203,0.3158483,0.294475549,0.30128352,0.481922463,0.708722792
23-01-2001,0.344866008,0.373883992,0.340402007,0.366070986,0.310719699,879530400,0.338392597,0.322879499,0.300223298,0.30143976,0.475013973,0.704964417
24-01-2001,0.368304014,0.369419992,0.349330008,0.366070986,0.310719699,717091200,0.351562196,0.328794599,0.305133998,0.301551359,0.468049683,0.700913077
25-01-2001,0.367188007,0.367188007,0.352679014,0.356027007,0.302194506,489708800,0.356026596,0.3348214,0.309821498,0.301863859,0.460728252,0.697112857
26-01-2001,0.348214,0.353794992,0.340402007,0.349330008,0.29651016,482820800,0.356249797,0.337611499,0.314062549,0.30193082,0.452893423,0.693527477
29-01-2001,0.349330008,0.388393015,0.349330008,0.387277007,0.328719348,855528800,0.364955199,0.345647201,0.32020095,0.30244422,0.445616643,0.690586632
30-01-2001,0.385044992,0.392856985,0.372768015,0.388393015,0.329666585,692423200,0.369419605,0.353906101,0.326339351,0.30311386,0.439065303,0.687447682
31-01-2001,0.383929014,0.401786,0.382813007,0.386161,0.327772111,730704800,0.373437607,0.362499902,0.332366151,0.30405136,0.431855483,0.684384067
01-02-2001,0.369419992,0.383929014,0.366070986,0.377231985,0.320193261,369695200,0.377678603,0.366852599,0.3366072,0.30498886,0.425114412,0.680740092
02-02-2001,0.377231985,0.391741008,0.366070986,0.368304014,0.312615156,427341600,0.381473404,0.368861601,0.339788,0.305591541,0.418362182,0.676917547
05-02-2001,0.366070986,0.367188007,0.352679014,0.360491008,0.305983454,286115200,0.376116204,0.370535702,0.343192001,0.306082601,0.411654592,0.673312637
06-02-2001,0.359932989,0.381974995,0.357143015,0.377231985,0.320193261,462711200,0.373883998,0.371651801,0.34726565,0.307020101,0.405069772,0.669891877
07-02-2001,0.368862003,0.372768015,0.353794992,0.370536,0.314509749,393887200,0.370758998,0.372098303,0.350446451,0.307533501,0.398621671,0.666365092
08-02-2001,0.367188007,0.376116008,0.360491008,0.370536,0.314509749,604128000,0.369419801,0.373549202,0.354185301,0.308270121,0.392463751,0.662489537
09-02-2001,0.366070986,0.371652007,0.333705008,0.341518015,0.289879292,590083200,0.364062601,0.372768003,0.355189751,0.308660741,0.385047461,0.658781392
12-02-2001,0.340402007,0.357143015,0.335938007,0.351563007,0.298405379,274120000,0.362277001,0.369196603,0.357421902,0.309419681,0.377859961,0.654880727
13-02-2001,0.356027007,0.364955008,0.339286,0.341518015,0.289879292,237070400,0.355134207,0.364509103,0.359207602,0.310357181,0.370373911,0.651049812
14-02-2001,0.342633992,0.350445986,0.330356985,0.348214,0.295562804,309120000,0.350669807,0.360714403,0.361607152,0.311227701,0.363733281,0.647241217
15-02-2001,0.351563007,0.367188007,0.351563007,0.358258992,0.30408901,311416000,0.348214406,0.358817104,0.362834851,0.31243306,0.357996671,0.643770237
16-02-2001,0.339286,0.348214,0.334820986,0.339286,0.287984848,263911200,0.347768003,0.355915302,0.362388451,0.313147361,0.351835961,0.640329947
20-02-2001,0.342633992,0.347097993,0.324777007,0.327008992,0.277564049,314893600,0.3428572,0.352567101,0.361551401,0.31457594,0.345920781,0.637023587
21-02-2001,0.325893015,0.356027007,0.325893015,0.337054014,0.286090165,390258400,0.3419644,0.348549303,0.360100552,0.31620542,0.340552481,0.633658632
22-02-2001,0.340402007,0.345981985,0.321429014,0.335938007,0.285143018,431961600,0.339509201,0.345089504,0.358593903,0.317544721,0.33435829,0.630422027
23-02-2001,0.332589,0.337054014,0.325893015,0.335938007,0.285143018,293865600,0.335045004,0.341629705,0.357589453,0.318839381,0.333119461,0.627394687
26-02-2001,0.340402007,0.351563007,0.331472993,0.348214,0.295562804,206438400,0.336830604,0.342299303,0.357533653,0.32031258,0.332271241,0.624702162
27-02-2001,0.344307989,0.347097993,0.333705008,0.345981985,0.293668389,348516000,0.340625203,0.341741201,0.355468902,0.32187508,0.33174668,0.621842227
28-02-2001,0.345981985,0.347097993,0.323661,0.325893015,0.276616871,508233600,0.338393003,0.340178701,0.352343902,0.323236681,0.330786861,0.618667002
01-03-2001,0.318080008,0.334820986,0.306919992,0.334820986,0.284194946,330461600,0.338169599,0.3388394,0.349776901,0.32491078,0.330195341,0.615832177
02-03-2001,0.327008992,0.364955008,0.325893015,0.34375,0.291773826,406201600,0.339731997,0.337388501,0.348102802,0.3266965,0.32967079,0.612832737
05-03-2001,0.345981985,0.366070986,0.34375,0.363839,0.308825344,324172800,0.342856997,0.339843801,0.347879551,0.32897328,0.32942525,0.610126262
06-03-2001,0.369978011,0.393972993,0.369419992,0.383929014,0.325877547,731802400,0.350446403,0.345535803,0.349051452,0.331517941,0.32953686,0.607548137
07-03-2001,0.380580008,0.386161,0.370536,0.379464,0.322087735,419540800,0.3611606,0.349776801,0.349163052,0.334084901,0.32982704,0.605249026
08-03-2001,0.369419992,0.377231985,0.364955008,0.371652007,0.315456986,204859200,0.368526804,0.353348202,0.349218853,0.336160801,0.32997213,0.603092221
09-03-2001,0.368304014,0.369419992,0.357143015,0.361606985,0.306930721,299135200,0.372098202,0.355915099,0.348772402,0.338147401,0.32964847,0.601069341
12-03-2001,0.351563007,0.354911,0.323661,0.332589,0.282300472,391020000,0.365848202,0.354352599,0.348325951,0.339509001,0.32913507,0.598817666
13-03-2001,0.337054014,0.349330008,0.324777007,0.349330008,0.29651016,443329600,0.3589284,0.354687402,0.348214301,0.341205421,0.32903462,0.596668531
14-03-2001,0.330356985,0.366070986,0.329241008,0.364955008,0.309772581,477775200,0.356026602,0.358593601,0.349386151,0.343192021,0.32909042,0.594637281
15-03-2001,0.372768015,0.381695986,0.351563007,0.351563007,0.298405379,529317600,0.352008802,0.360267803,0.349553601,0.344910781,0.32922435,0.592486056
16-03-2001,0.339286,0.362722993,0.337054014,0.350445986,0.297457278,470316000,0.349776602,0.360937402,0.349162951,0.346071481,0.32924667,0.590488286
19-03-2001,0.352679014,0.368304014,0.348214,0.367188007,0.311667979,356008800,0.356696403,0.361272302,0.350558051,0.347321481,0.32928016,0.588345431
20-03-2001,0.369978011,0.373883992,0.351563007,0.351563007,0.298405379,499206400,0.357143003,0.358035702,0.351785752,0.348504521,0.32942525,0.585970991
21-03-2001,0.353237003,0.372768015,0.345981985,0.359375,0.305036157,371375200,0.356027001,0.356026801,0.352901801,0.349776841,0.32971543,0.583691416
22-03-2001,0.363839,0.388393015,0.360491008,0.386161,0.327772111,723301600,0.3629466,0.357477701,0.355412951,0.351361662,0.330273471,0.581476016
23-03-2001,0.393972993,0.420758992,0.392856985,0.410714,0.348612517,944888000,0.375000203,0.362388402,0.359151751,0.353660762,0.331065881,0.579218761
26-03-2001,0.413035989,0.424106985,0.377321005,0.388929009,0.330121636,734451200,0.379348403,0.368022403,0.361187501,0.355010762,0.331506511,0.576930707
27-03-2001,0.391786009,0.411606997,0.391070992,0.408392996,0.346642494,543821600,0.390714401,0.373928702,0.364308052,0.357040222,0.332097141,0.574698116
28-03-2001,0.394286007,0.401786,0.383929014,0.395893008,0.336032599,584662400,0.398018003,0.377022502,0.367808051,0.358842002,0.332395361,0.572606712
29-03-2001,0.388749987,0.418749988,0.383929014,0.402321011,0.34148863,613065600,0.401250005,0.382098302,0.371183053,0.360883962,0.332434191,0.570399567
30-03-2001,0.402678996,0.405714005,0.381071001,0.394107014,0.334516674,400349600,0.397928607,0.386464405,0.373700903,0.362092002,0.332402051,0.568332712
02-04-2001,0.394463986,0.404642999,0.382142991,0.385535985,0.327241629,340911200,0.397250003,0.388299203,0.374785753,0.362838442,0.332429281,0.566136506
03-04-2001,0.381428987,0.382142991,0.35946399,0.361429006,0.306779653,368687200,0.387857205,0.389285803,0.373660752,0.363192022,0.332237771,0.563872782
04-04-2001,0.352856994,0.361606985,0.334820986,0.348214,0.295562804,685484800,0.378321403,0.388169703,0.372098252,0.362834882,0.332137321,0.561300237
05-04-2001,0.367857009,0.401786,0.357143015,0.372678995,0.316328615,446762400,0.372393,0.386821502,0.372149602,0.362967042,0.332259201,0.558643542
06-04-2001,0.371428996,0.375714004,0.355356991,0.367679,0.312084645,324889600,0.367107397,0.382518002,0.372453202,0.363200082,0.332531971,0.555515417
09-04-2001,0.36946401,0.381071001,0.358213991,0.366786003,0.311326742,266582400,0.363357401,0.380303702,0.374163052,0.363549202,0.332740011,0.552550242
10-04-2001,0.373214006,0.405357003,0.371071011,0.393570989,0.334061623,457374400,0.369785798,0.378821501,0.376375102,0.363675082,0.333059651,0.549903142
11-04-2001,0.410356998,0.410714,0.379999995,0.389286011,0.330424577,334096000,0.3780002,0.378160802,0.377591652,0.363692942,0.333403401,0.547016982
12-04-2001,0.382499993,0.411071002,0.37767899,0.400357008,0.339821696,298933600,0.383535802,0.377964401,0.380031352,0.363976862,0.334014111,0.544398232
16-04-2001,0.394463986,0.400000006,0.372500002,0.382856995,0.324967742,285224800,0.386571401,0.376839399,0.381651902,0.364089362,0.334539111,0.541452027
17-04-2001,0.378571004,0.378749996,0.349999994,0.364286005,0.309204727,685199200,0.386071402,0.374714401,0.381506802,0.364009002,0.334800271,0.538697562
18-04-2001,0.385179013,0.430000007,0.376428992,0.406964004,0.345429569,1100842400,0.388750005,0.379267901,0.384276852,0.364938462,0.335510531,0.536056042
19-04-2001,0.456250012,0.459820986,0.421429008,0.459286004,0.389840364,1873670400,0.402750003,0.390375102,0.389272402,0.366579542,0.336799822,0.533592427
20-04-2001,0.445178986,0.457679003,0.439285994,0.447142988,0.37953335,693403200,0.412107199,0.397821501,0.392321502,0.368111682,0.337822591,0.531218767
23-04-2001,0.434643,0.446429014,0.428570986,0.433036,0.367559493,541525600,0.422143,0.404357201,0.393437602,0.369361682,0.338815901,0.528757832
24-04-2001,0.434464008,0.441964,0.419820994,0.42910701,0.364224643,377137600,0.435107201,0.410589302,0.395446502,0.371113462,0.339887101,0.526042877
25-04-2001,0.432321012,0.443928987,0.420893013,0.441428989,0.37468341,330780800,0.442000198,0.415375102,0.397098301,0.372910782,0.341165231,0.523149577
26-04-2001,0.449463993,0.46607101,0.440714002,0.440892994,0.374228477,799696800,0.438321596,0.4205358,0.399348301,0.374898281,0.342627731,0.520270336
27-04-2001,0.449999988,0.469464004,0.441964,0.467857003,0.397115469,453012000,0.442464399,0.427285799,0.4026251,0.377291141,0.344259421,0.517352926
30-04-2001,0.476785988,0.48428601,0.444106996,0.455179006,0.386354387,494776800,0.446893001,0.434518,0.4056787,0.379229541,0.345831301,0.514584176
01-05-2001,0.453750014,0.473214,0.449999988,0.463036001,0.393023342,427252000,0.453678799,0.444393,0.409553701,0.381704541,0.347425951,0.511748686
02-05-2001,0.470357001,0.476785988,0.460000008,0.474821001,0.403026521,368524800,0.460357201,0.4511787,0.4152233,0.384660782,0.349618361,0.508916316
03-05-2001,0.463750005,0.46875,0.441606998,0.445713997,0.378320485,301543200,0.461321402,0.449821499,0.4200983,0.386833981,0.351519701,0.506033281
04-05-2001,0.432857007,0.461607009,0.427857012,0.459820986,0.390294492,281052800,0.459714198,0.451089299,0.4244554,0.389311641,0.353428181,0.503628146
07-05-2001,0.457500011,0.460000008,0.443571001,0.445713997,0.378320485,276550400,0.457821196,0.452357098,0.42835715,0.391507161,0.355173271,0.500934841
08-05-2001,0.452679008,0.454463989,0.427679002,0.438749999,0.372409463,315436800,0.452963996,0.453321397,0.431955349,0.393317881,0.356815231,0.498346226
09-05-2001,0.431071013,0.438392997,0.422679007,0.428214014,0.363466531,324889600,0.443642598,0.4519999,0.433687501,0.394962521,0.358418801,0.496140196
10-05-2001,0.432321012,0.4375,0.409821004,0.410714,0.348612517,288976800,0.436642599,0.448982,0.4347589,0.396658941,0.359947811,0.493723901
11-05-2001,0.410892993,0.419463992,0.406428993,0.408035994,0.346339554,203044800,0.426285601,0.442999899,0.435142849,0.398123241,0.361517011,0.491294216
14-05-2001,0.408749998,0.422856987,0.40625,0.415892988,0.353008479,309220800,0.420321399,0.439071298,0.436794649,0.399566101,0.363131301,0.488730826
15-05-2001,0.417320997,0.455356985,0.411428988,0.413928986,0.351341456,237025600,0.415357196,0.434160596,0.439276798,0.400567901,0.36477059,0.486486856
16-05-2001,0.415356994,0.4375,0.408035994,0.430357009,0.365285516,322330400,0.415785795,0.429714197,0.440446448,0.40149646,0.366507201,0.484101811
17-05-2001,0.432678998,0.434464008,0.415179014,0.420536011,0.356949449,332119200,0.417750198,0.427196398,0.438508949,0.402317901,0.368201401,0.481801592
18-05-2001,0.417142987,0.422143012,0.412856996,0.420179009,0.356646568,159051200,0.420178801,0.423232201,0.43716075,0.403288441,0.369724621,0.479683737
21-05-2001,0.42196399,0.426964015,0.411606997,0.420713991,0.357100546,460997600,0.421143001,0.4207322,0.436544649,0.404470581,0.371308991,0.477501592
22-05-2001,0.428570986,0.430893004,0.417856991,0.419643015,0.356191635,412916000,0.422285807,0.418821502,0.43607145,0.406211661,0.372860331,0.475369897
23-05-2001,0.424106985,0.424106985,0.408214003,0.414820999,0.352098674,281041600,0.419178605,0.4174822,0.43474105,0.407521481,0.374363451,0.473163867
24-05-2001,0.415892988,0.416070998,0.403928995,0.414285988,0.351644546,271756800,0.4179286,0.417839399,0.4334107,0.408508101,0.375850061,0.471061192
25-05-2001,0.414285988,0.415892988,0.401786,0.406428993,0.344975561,158743200,0.415178597,0.417678699,0.430339299,0.40960542,0.377258101,0.468852267
29-05-2001,0.398571014,0.401786,0.371607006,0.38339299,0.325422615,515989600,0.407714397,0.414428699,0.426749998,0.41026436,0.378167921,0.466522582
30-05-2001,0.370714009,0.370714009,0.344642997,0.353213996,0.299806774,777078400,0.394428593,0.4083572,0.421258898,0.40998488,0.378653181,0.464030837
31-05-2001,0.353570998,0.361429006,0.348035991,0.356249988,0.302383751,442892800,0.382714391,0.400946498,0.415330347,0.41007862,0.37929157,0.461610077
01-06-2001,0.35946399,0.376607001,0.356786013,0.373035997,0.316631645,456075200,0.374464393,0.396196496,0.411696447,0.41035184,0.380064341,0.459306732
04-06-2001,0.376428992,0.376964003,0.365357012,0.368928999,0.313145697,281920800,0.366964394,0.391071495,0.407151848,0.4100072,0.380684431,0.456821022
05-06-2001,0.371428996,0.376785994,0.363393009,0.373928994,0.317389637,471794400,0.365071595,0.386392996,0.403562598,0.4092715,0.381466131,0.454098032
06-06-2001,0.373750001,0.373750001,0.363036007,0.370178998,0.314206749,223176800,0.368464595,0.381446594,0.400134048,0.408896499,0.38195363,0.451484641
07-06-2001,0.369821012,0.387499988,0.365179002,0.386786014,0.328302681,325180800,0.3745718,0.378643095,0.398062648,0.40846436,0.382752291,0.448909641
08-06-2001,0.386606991,0.386606991,0.369821012,0.380713999,0.323148817,342624800,0.376107401,0.375285897,0.396562648,0.408160779,0.383501391,0.446198256
11-06-2001,0.375892997,0.376249999,0.356249988,0.357856989,0.303747714,294000000,0.373892999,0.370428696,0.394053698,0.407271499,0.38407773,0.443138212
12-06-2001,0.353035986,0.36946401,0.352856994,0.362679005,0.307840765,303794400,0.371643001,0.368357298,0.391392998,0.406642939,0.38436747,0.439941842
13-06-2001,0.382499993,0.388036013,0.358213991,0.365536004,0.31026572,511487200,0.370714402,0.369589499,0.388973349,0.406242939,0.38454069,0.436696977
14-06-2001,0.357856989,0.365179002,0.353035986,0.354999989,0.301322669,297348800,0.364357197,0.369464499,0.385205498,0.406114359,0.38465319,0.433287827
15-06-2001,0.358929008,0.370536,0.345535994,0.36500001,0.309810728,454624800,0.361214399,0.3686609,0.382428698,0.406450079,0.384642481,0.429828227
18-06-2001,0.364464015,0.37232101,0.357143015,0.363036007,0.308143735,345912000,0.362250203,0.368071601,0.379571548,0.406257219,0.384612131,0.426330907
19-06-2001,0.37232101,0.382142991,0.357320994,0.360536009,0.306021601,321087200,0.361821604,0.366732302,0.376562649,0.406114359,0.384657221,0.422692737
20-06-2001,0.357143015,0.390179008,0.356786013,0.386963993,0.32845369,431620000,0.366107202,0.368410802,0.374928698,0.406517919,0.385033561,0.418963492
21-06-2001,0.384820998,0.410714,0.376785994,0.401607007,0.340882689,341331200,0.375428605,0.369892901,0.374267998,0.40667864,0.385176861,0.415396752
22-06-2001,0.401428998,0.410714,0.388570994,0.397500008,0.337396592,286025600,0.381928605,0.371571502,0.373428699,0.40684292,0.385267931,0.412166617
25-06-2001,0.401786,0.428570986,0.400893003,0.428393006,0.363618463,439549600,0.395000005,0.378625104,0.3745269,0.40740364,0.385690251,0.408772867
26-06-2001,0.416785985,0.424463987,0.410892993,0.424106985,0.359980553,272781600,0.4077142,0.384767902,0.3765626,0.408228639,0.386159001,0.405636707
27-06-2001,0.425536007,0.428570986,0.401786,0.416785985,0.353766441,374130400,0.413678598,0.3898929,0.379741199,0.409278639,0.38664382,0.402503001
28-06-2001,0.411606997,0.426964015,0.409642994,0.420356989,0.356797606,348409600,0.417428595,0.3964286,0.382946549,0.409546499,0.38724248,0.399448536
29-06-2001,0.422500014,0.448213995,0.414285988,0.415179014,0.352402478,515390400,0.420964396,0.4014465,0.3850537,0.408664359,0.387621951,0.396345861
02-07-2001,0.422143012,0.432678998,0.413213998,0.426786005,0.362254471,230048000,0.420642996,0.4078215,0.387946551,0.408257219,0.388184451,0.393403061
03-07-2001,0.419820994,0.431786001,0.419643015,0.425713986,0.361344665,112543200,0.420964396,0.414339298,0.3905358,0.408110779,0.38873623,0.390599991
05-07-2001,0.421429008,0.424463987,0.410892993,0.414106995,0.351492614,152292000,0.420428598,0.417053598,0.3927322,0.407810779,0.38946212,0.387254791
